Id,Label,Degree,modularity_class,componentnumber,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks
29205,29205,3,6,1,0,0,0,0,0,0,0,0
33158,33158,5,6,1,0,0,0,0,0,0,0,0
34627,34627,5,4,1,0,0,0,0,0,0,0,0
37939,37939,9,6,1,0,0,0,0,0,0,0,0
43345,43345,24,9,1,16,7,0.255266,0.277443,2199.857446,0.000003,0.000003,0.001021
46077,46077,12,10,1,7,7,0.261672,0.280506,547.351189,0.000017,0.000017,0.000493
47116,47116,24,6,1,8,7,0.266191,0.288008,1425.154589,0.000005,0.000005,0.000557
51268,51268,3,6,1,0,0,0,0,0,0,0,0
51720,51720,4,6,1,0,0,0,0,0,0,0,0
52191,52191,6,6,1,0,0,0,0,0,0,0,0
53196,53196,10,6,1,7,7,0.255311,0.272893,0,0.000011,0.000011,0.000451
54656,54656,2,6,1,0,0,0,0,0,0,0,0
61777,61777,18,6,1,12,7,0.265643,0.286401,887.638399,0.000026,0.000026,0.000739
63584,63584,3,6,1,0,0,0,0,0,0,0,0
11850,11850,35,29,1,17,7,0.276737,0.301012,14309.292281,0.000024,0.000024,0.001302
12268,12268,3,9,1,0,0,0,0,0,0,0,0
13179,13179,5,6,1,0,0,0,0,0,0,0,0
16753,16753,8,14,1,0,0,0,0,0,0,0,0
43481,43481,6,8,1,0,0,0,0,0,0,0,0
46894,46894,9,6,1,0,0,0,0,0,0,0,0
48973,48973,51,10,1,40,7,0.305999,0.344137,13691.412103,0.000015,0.000015,0.00217
49460,49460,3,6,1,0,0,0,0,0,0,0,0
51783,51783,7,9,1,0,0,0,0,0,0,0,0
56663,56663,14,21,1,12,7,0.270147,0.292639,3511.691753,0.000004,0.000004,0.000786
57433,57433,18,6,1,12,7,0.273165,0.298166,2240.514129,0.000003,0.000003,0.000784
18297,18297,7,6,1,0,0,0,0,0,0,0,0
35794,35794,22,12,1,12,7,0.269428,0.291866,3852.473883,0.00002,0.00002,0.000852
9451,9451,10,4,1,6,7,0.247902,0.266494,667.435144,0.000001,0.000001,0.000468
10229,10229,2,21,1,0,0,0,0,0,0,0,0
22176,22176,2,4,1,0,0,0,0,0,0,0,0
29291,29291,17,21,1,15,7,0.266141,0.290879,871.591331,0.000004,0.000004,0.000869
46513,46513,2,4,1,0,0,0,0,0,0,0,0
46662,46662,2,4,1,0,0,0,0,0,0,0,0
62453,62453,1,4,1,0,0,0,0,0,0,0,0
23970,23970,4,21,1,0,0,0,0,0,0,0,0
53351,53351,1,4,1,0,0,0,0,0,0,0,0
68656,68656,2,21,1,0,0,0,0,0,0,0,0
363,363,2,28,1,0,0,0,0,0,0,0,0
4712,4712,3,28,1,0,0,0,0,0,0,0,0
16575,16575,1,28,1,0,0,0,0,0,0,0,0
21286,21286,20,156,1,9,7,0.26047,0.279705,2151.631814,0.000048,0.000048,0.000722
35941,35941,8,143,1,0,0,0,0,0,0,0,0
54987,54987,24,156,1,14,7,0.271543,0.294991,4227.904408,0.000049,0.000049,0.000955
11913,11913,32,14,1,21,7,0.289861,0.316704,13594.112442,0.000019,0.000019,0.001516
2600,2600,22,143,1,10,7,0.242476,0.260038,4806.737473,0.000002,0.000002,0.000982
4104,4104,10,10,1,5,7,0.240461,0.254186,735.650775,0.000008,0.000008,0.000495
5471,5471,9,17,1,0,0,0,0,0,0,0,0
12749,12749,7,4,1,0,0,0,0,0,0,0,0
19073,19073,10,19,1,6,8,0.245117,0.26071,697.100984,0.000008,0.000008,0.000536
19368,19368,2,14,1,0,0,0,0,0,0,0,0
25019,25019,13,143,1,5,7,0.23788,0.252262,983.837925,0.000001,0.000001,0.000504
26702,26702,15,21,1,7,7,0.261094,0.280007,1066.883256,0.000002,0.000002,0.000524
28348,28348,6,14,1,0,0,0,0,0,0,0,0
30559,30559,7,19,1,0,0,0,0,0,0,0,0
32205,32205,17,19,1,6,7,0.247038,0.262479,749.946932,0.000002,0.000002,0.000532
36718,36718,15,14,1,4,8,0.237243,0.251672,396.735998,0.000002,0.000002,0.000372
36998,36998,13,4,1,8,7,0.268662,0.28847,2305.336606,0.000002,0.000002,0.000591
40010,40010,6,143,1,0,0,0,0,0,0,0,0
46297,46297,5,9,1,0,0,0,0,0,0,0,0
49726,49726,11,14,1,9,7,0.258241,0.27662,4089.670095,0.000002,0.000002,0.000718
49743,49743,16,14,1,6,7,0.248772,0.264366,756.019007,0.000002,0.000002,0.000499
50568,50568,40,21,1,32,6,0.306926,0.342995,19053.955119,0.00001,0.00001,0.001821
53054,53054,7,14,1,0,0,0,0,0,0,0,0
59399,59399,3,14,1,0,0,0,0,0,0,0,0
63156,63156,17,14,1,10,7,0.252808,0.271716,3441.952513,0.000007,0.000007,0.000761
66524,66524,2,14,1,0,0,0,0,0,0,0,0
67887,67887,12,19,1,6,7,0.254715,0.272591,1633.506627,0.000008,0.000008,0.000529
12096,12096,8,4,1,0,0,0,0,0,0,0,0
30012,30012,15,5,1,8,8,0.233723,0.249413,674.543107,0.000008,0.000008,0.000666
32609,32609,5,4,1,0,0,0,0,0,0,0,0
67031,67031,4,4,1,0,0,0,0,0,0,0,0
7108,7108,16,82,1,10,7,0.256327,0.276506,2946.687563,0.000015,0.000015,0.000781
20692,20692,12,26,1,2,8,0.216786,0.226627,1417,0.000008,0.000008,0.000412
1,1,3,26,1,0,0,0,0,0,0,0,0
5426,5426,5,26,1,0,0,0,0,0,0,0,0
7367,7367,6,26,1,0,0,0,0,0,0,0,0
12591,12591,1,26,1,0,0,0,0,0,0,0,0
15439,15439,10,29,1,1,9,0.178185,0.183507,0,0,0,0.00028
30068,30068,9,143,1,0,0,0,0,0,0,0,0
35698,35698,2,26,1,0,0,0,0,0,0,0,0
47485,47485,4,26,1,0,0,0,0,0,0,0,0
49984,49984,1,26,1,0,0,0,0,0,0,0,0
58592,58592,5,26,1,0,0,0,0,0,0,0,0
64167,64167,4,26,1,0,0,0,0,0,0,0,0
383,383,3,18,1,0,0,0,0,0,0,0,0
3249,3249,12,54,1,3,8,0.251999,0.267105,506.084947,0.000008,0.000008,0.000302
6831,6831,17,18,1,10,8,0.25467,0.274241,5355.803501,0.000019,0.000019,0.000799
19169,19169,11,18,1,6,8,0.240788,0.255724,212.647362,0.000011,0.000011,0.000498
28900,28900,10,18,1,6,8,0.226662,0.239224,3.79717,0.000011,0.000011,0.00051
33273,33273,8,18,1,0,0,0,0,0,0,0,0
39916,39916,17,18,1,13,7,0.261527,0.281201,2343.656915,0.000035,0.000035,0.000966
40153,40153,3,18,1,0,0,0,0,0,0,0,0
44842,44842,8,18,1,0,0,0,0,0,0,0,0
49031,49031,3,54,1,0,0,0,0,0,0,0,0
54843,54843,7,18,1,0,0,0,0,0,0,0,0
56035,56035,3,18,1,0,0,0,0,0,0,0,0
64183,64183,5,18,1,0,0,0,0,0,0,0,0
67362,67362,17,18,1,8,8,0.233685,0.248267,216.932601,0.000019,0.000019,0.000632
45524,45524,2,32,1,0,0,0,0,0,0,0,0
55610,55610,24,8,1,10,8,0.248162,0.267684,3186.435426,0.000001,0.000001,0.000825
58633,58633,7,160,1,0,0,0,0,0,0,0,0
19224,19224,11,27,1,7,7,0.235822,0.251661,1355.317714,0.000001,0.000001,0.000608
12334,12334,26,26,1,18,7,0.26269,0.287153,7092.518434,0.000001,0.000001,0.001303
38419,38419,19,20,1,7,8,0.233109,0.249371,1218.052064,0,0,0.000597
44977,44977,26,27,1,17,7,0.253849,0.275055,11353.081699,0.000004,0.000004,0.001486
50182,50182,13,27,1,8,7,0.22576,0.239894,2115.36425,0.000001,0.000001,0.000745
51574,51574,2,27,1,0,0,0,0,0,0,0,0
52747,52747,8,4,1,0,0,0,0,0,0,0,0
53349,53349,12,27,1,9,7,0.237959,0.254456,1137.347735,0.000002,0.000002,0.000747
8982,8982,3,20,1,0,0,0,0,0,0,0,0
15265,15265,3,17,1,0,0,0,0,0,0,0,0
17806,17806,1,20,1,0,0,0,0,0,0,0,0
17940,17940,17,5,1,9,8,0.231813,0.249283,1189.22531,0.000001,0.000001,0.00072
25773,25773,7,20,1,0,0,0,0,0,0,0,0
27352,27352,5,20,1,0,0,0,0,0,0,0,0
41477,41477,5,17,1,0,0,0,0,0,0,0,0
44100,44100,14,20,1,10,8,0.230307,0.248235,1004.835932,0,0,0.000806
44674,44674,14,8,1,4,8,0.223942,0.238063,346.244205,0,0,0.000389
55872,55872,1,20,1,0,0,0,0,0,0,0,0
56059,56059,13,20,1,8,8,0.22419,0.240022,406.871326,0,0,0.000672
59190,59190,9,20,1,0,0,0,0,0,0,0,0
59238,59238,6,20,1,0,0,0,0,0,0,0,0
60010,60010,8,20,1,0,0,0,0,0,0,0,0
62769,62769,2,20,1,0,0,0,0,0,0,0,0
66612,66612,9,20,1,0,0,0,0,0,0,0,0
279,279,1,27,1,0,0,0,0,0,0,0,0
2168,2168,11,27,1,6,7,0.231133,0.245599,1167.978454,0.000002,0.000002,0.000531
7714,7714,2,27,1,0,0,0,0,0,0,0,0
20253,20253,20,27,1,9,7,0.248119,0.264585,1579.043773,0.000008,0.000008,0.000737
33857,33857,1,27,1,0,0,0,0,0,0,0,0
38956,38956,4,27,1,0,0,0,0,0,0,0,0
44736,44736,11,27,1,7,7,0.252988,0.270099,1391.463419,0.000023,0.000023,0.000553
50673,50673,4,27,1,0,0,0,0,0,0,0,0
52766,52766,2,27,1,0,0,0,0,0,0,0,0
68367,68367,15,27,1,7,7,0.241856,0.256795,541.860762,0.000008,0.000008,0.000586
4312,4312,5,14,1,0,0,0,0,0,0,0,0
8016,8016,4,27,1,0,0,0,0,0,0,0,0
9281,9281,27,51,1,9,7,0.254441,0.272668,2978.439225,0.000002,0.000002,0.000758
15957,15957,9,51,1,0,0,0,0,0,0,0,0
21723,21723,4,27,1,0,0,0,0,0,0,0,0
32017,32017,13,23,1,5,7,0.233569,0.247451,822.761641,0,0,0.000462
33104,33104,2,27,1,0,0,0,0,0,0,0,0
43517,43517,8,27,1,0,0,0,0,0,0,0,0
45446,45446,8,27,1,0,0,0,0,0,0,0,0
56520,56520,3,27,1,0,0,0,0,0,0,0,0
19159,19159,7,4,1,0,0,0,0,0,0,0,0
23420,23420,53,7,1,27,7,0.292251,0.323281,20829.45075,0.000033,0.000033,0.001823
37295,37295,3,4,1,0,0,0,0,0,0,0,0
63173,63173,4,4,1,0,0,0,0,0,0,0,0
4127,4127,10,21,1,6,8,0.241485,0.258213,282.290557,0.000002,0.000002,0.000473
15678,15678,10,21,1,8,8,0.241321,0.259782,1178.547626,0.000002,0.000002,0.00058
24304,24304,5,21,1,0,0,0,0,0,0,0,0
25929,25929,8,21,1,0,0,0,0,0,0,0,0
26122,26122,31,8,1,15,7,0.268561,0.293159,4575.752644,0.000002,0.000002,0.001066
26771,26771,2,8,1,0,0,0,0,0,0,0,0
29373,29373,27,21,1,16,7,0.277278,0.302771,2045.529656,0.000013,0.000013,0.000959
29437,29437,32,21,1,22,7,0.271856,0.296427,3089.608433,0.000011,0.000011,0.001173
31059,31059,2,20,1,0,0,0,0,0,0,0,0
42067,42067,14,21,1,8,7,0.259327,0.278531,456.167179,0.000024,0.000024,0.000543
42687,42687,8,6,1,0,0,0,0,0,0,0,0
44370,44370,10,21,1,7,7,0.25053,0.268824,249.145718,0.000002,0.000002,0.000464
44392,44392,10,21,1,8,7,0.258618,0.277797,619.433255,0.000003,0.000003,0.000544
45486,45486,1,21,1,0,0,0,0,0,0,0,0
46660,46660,23,20,1,5,8,0.228599,0.243156,3094.769004,0,0,0.000602
50736,50736,16,21,1,10,8,0.256142,0.276517,1377.97972,0.000016,0.000016,0.000674
55934,55934,2,21,1,0,0,0,0,0,0,0,0
60368,60368,15,21,1,11,7,0.270147,0.292426,2753.238221,0.000003,0.000003,0.000737
66186,66186,1,21,1,0,0,0,0,0,0,0,0
66664,66664,6,21,1,0,0,0,0,0,0,0,0
67174,67174,1,21,1,0,0,0,0,0,0,0,0
777,777,5,10,1,0,0,0,0,0,0,0,0
1779,1779,2,27,1,0,0,0,0,0,0,0,0
7255,7255,9,10,1,0,0,0,0,0,0,0,0
19747,19747,5,10,1,0,0,0,0,0,0,0,0
20484,20484,7,10,1,0,0,0,0,0,0,0,0
21549,21549,5,10,1,0,0,0,0,0,0,0,0
22189,22189,10,10,1,5,8,0.237601,0.253321,1712.613003,0.000001,0.000001,0.000471
26127,26127,8,26,1,0,0,0,0,0,0,0,0
31998,31998,5,10,1,0,0,0,0,0,0,0,0
34787,34787,26,10,1,8,8,0.249956,0.268515,1331.869951,0.000001,0.000001,0.000656
62824,62824,21,10,1,13,7,0.275768,0.301778,3817.741874,0.000004,0.000004,0.000865
65788,65788,5,10,1,0,0,0,0,0,0,0,0
67701,67701,26,10,1,18,7,0.275607,0.302579,2874.790734,0.000005,0.000005,0.001092
14511,14511,1,20,1,0,0,0,0,0,0,0,0
50586,50586,3,20,1,0,0,0,0,0,0,0,0
4632,4632,5,7,1,0,0,0,0,0,0,0,0
6156,6156,5,10,1,0,0,0,0,0,0,0,0
6379,6379,8,6,1,0,0,0,0,0,0,0,0
17031,17031,2,10,1,0,0,0,0,0,0,0,0
19721,19721,3,10,1,0,0,0,0,0,0,0,0
26381,26381,6,10,1,0,0,0,0,0,0,0,0
30610,30610,2,10,1,0,0,0,0,0,0,0,0
35135,35135,5,10,1,0,0,0,0,0,0,0,0
38096,38096,3,10,1,0,0,0,0,0,0,0,0
45692,45692,19,6,1,15,7,0.276144,0.297777,6052.995944,0.000018,0.000018,0.001009
46718,46718,12,3,1,11,7,0.267345,0.289873,1709.336017,0.000003,0.000003,0.000745
48002,48002,18,18,1,12,7,0.276575,0.299547,3442.340966,0.000011,0.000011,0.000798
49466,49466,6,10,1,0,0,0,0,0,0,0,0
50288,50288,6,10,1,0,0,0,0,0,0,0,0
51327,51327,19,6,1,13,7,0.28514,0.308594,2618.559363,0.000206,0.000206,0.000784
62015,62015,12,10,1,8,7,0.266993,0.287865,1616.431218,0.000003,0.000003,0.000567
16958,16958,12,32,1,8,7,0.261094,0.282542,854.141057,0.000003,0.000003,0.000545
30500,30500,1,29,1,0,0,0,0,0,0,0,0
62691,62691,6,29,1,0,0,0,0,0,0,0,0
11281,11281,5,29,1,0,0,0,0,0,0,0,0
20618,20618,2,29,1,0,0,0,0,0,0,0,0
52861,52861,1,29,1,0,0,0,0,0,0,0,0
67406,67406,5,29,1,0,0,0,0,0,0,0,0
5511,5511,2,4,1,0,0,0,0,0,0,0,0
15912,15912,3,4,1,0,0,0,0,0,0,0,0
21762,21762,8,9,1,0,0,0,0,0,0,0,0
28090,28090,5,4,1,0,0,0,0,0,0,0,0
59078,59078,2,4,1,0,0,0,0,0,0,0,0
59882,59882,7,4,1,0,0,0,0,0,0,0,0
65786,65786,16,4,1,8,7,0.250442,0.270723,940.316781,0.000003,0.000003,0.000577
9395,9395,3,18,1,0,0,0,0,0,0,0,0
11531,11531,1,4,1,0,0,0,0,0,0,0,0
12378,12378,1,4,1,0,0,0,0,0,0,0,0
24201,24201,1,4,1,0,0,0,0,0,0,0,0
49303,49303,1,4,1,0,0,0,0,0,0,0,0
65379,65379,7,18,1,0,0,0,0,0,0,0,0
30037,30037,8,20,1,0,0,0,0,0,0,0,0
11977,11977,6,20,1,0,0,0,0,0,0,0,0
14402,14402,5,3,1,0,0,0,0,0,0,0,0
23297,23297,9,3,1,0,0,0,0,0,0,0,0
28594,28594,13,20,1,7,9,0.208837,0.222432,434.969763,0,0,0.000673
34002,34002,2,20,1,0,0,0,0,0,0,0,0
38818,38818,13,20,1,3,9,0.189826,0.199771,74.883036,0,0,0.000393
39162,39162,4,20,1,0,0,0,0,0,0,0,0
13388,13388,12,4,1,7,8,0.252089,0.2728,162.527511,0.000004,0.000004,0.00048
8301,8301,21,4,1,10,7,0.250885,0.271993,114.515371,0.000002,0.000002,0.000613
16733,16733,8,4,1,0,0,0,0,0,0,0,0
20901,20901,8,4,1,0,0,0,0,0,0,0,0
28847,28847,8,4,1,0,0,0,0,0,0,0,0
40663,40663,9,4,1,0,0,0,0,0,0,0,0
45181,45181,17,4,1,10,8,0.25591,0.279263,215.312424,0.000003,0.000003,0.000609
39366,39366,8,6,1,0,0,0,0,0,0,0,0
2472,2472,2,6,1,0,0,0,0,0,0,0,0
13292,13292,3,6,1,0,0,0,0,0,0,0,0
39348,39348,1,6,1,0,0,0,0,0,0,0,0
19519,19519,2,27,1,0,0,0,0,0,0,0,0
1691,1691,5,4,1,0,0,0,0,0,0,0,0
63462,63462,16,6,1,6,7,0.252403,0.270649,1819.731993,0.000001,0.000001,0.000519
26997,26997,14,3,1,11,8,0.267901,0.291427,3456.497428,0.000002,0.000002,0.00074
19045,19045,9,4,1,0,0,0,0,0,0,0,0
28671,28671,4,20,1,0,0,0,0,0,0,0,0
54128,54128,1,20,1,0,0,0,0,0,0,0,0
60177,60177,2,20,1,0,0,0,0,0,0,0,0
66561,66561,14,20,1,9,8,0.222886,0.239742,3107.569447,0,0,0.000844
66593,66593,4,21,1,0,0,0,0,0,0,0,0
2022,2022,7,5,1,0,0,0,0,0,0,0,0
25844,25844,19,5,1,7,7,0.24601,0.263147,1624.25825,0.000007,0.000007,0.000603
62302,62302,19,5,1,9,8,0.233454,0.250114,789.437155,0.000008,0.000008,0.000739
62682,62682,5,23,1,0,0,0,0,0,0,0,0
8803,8803,6,3,1,0,0,0,0,0,0,0,0
8570,8570,8,12,1,0,0,0,0,0,0,0,0
20340,20340,2,3,1,0,0,0,0,0,0,0,0
35023,35023,2,3,1,0,0,0,0,0,0,0,0
42446,42446,2,3,1,0,0,0,0,0,0,0,0
9186,9186,4,3,1,0,0,0,0,0,0,0,0
10064,10064,8,21,1,0,0,0,0,0,0,0,0
18125,18125,8,3,1,0,0,0,0,0,0,0,0
28857,28857,9,3,1,0,0,0,0,0,0,0,0
33650,33650,29,21,1,18,7,0.269582,0.294432,5409.354398,0.000006,0.000006,0.001165
61612,61612,4,3,1,0,0,0,0,0,0,0,0
46759,46759,5,14,1,0,0,0,0,0,0,0,0
17481,17481,3,18,1,0,0,0,0,0,0,0,0
15851,15851,2,18,1,0,0,0,0,0,0,0,0
47646,47646,2,18,1,0,0,0,0,0,0,0,0
443,443,3,18,1,0,0,0,0,0,0,0,0
1937,1937,5,23,1,0,0,0,0,0,0,0,0
5443,5443,3,18,1,0,0,0,0,0,0,0,0
6773,6773,6,18,1,0,0,0,0,0,0,0,0
22846,22846,2,23,1,0,0,0,0,0,0,0,0
34813,34813,4,18,1,0,0,0,0,0,0,0,0
39731,39731,4,18,1,0,0,0,0,0,0,0,0
65687,65687,14,18,1,6,9,0.228011,0.242843,199.665516,0.000002,0.000002,0.000488
25799,25799,3,20,1,0,0,0,0,0,0,0,0
1283,1283,5,9,1,0,0,0,0,0,0,0,0
46981,46981,2,9,1,0,0,0,0,0,0,0,0
25820,25820,11,9,1,5,8,0.215469,0.228081,1090.845077,0,0,0.000617
35001,35001,4,9,1,0,0,0,0,0,0,0,0
35439,35439,6,9,1,0,0,0,0,0,0,0,0
49764,49764,12,9,1,6,7,0.259707,0.27886,2127.436625,0.000002,0.000002,0.000506
47200,47200,17,10,1,15,8,0.258429,0.281318,1118.701797,0.000003,0.000003,0.000903
9081,9081,2,10,1,0,0,0,0,0,0,0,0
17235,17235,15,10,1,11,8,0.236412,0.253953,387.940862,0.000002,0.000002,0.000753
17289,17289,40,10,1,32,7,0.283373,0.316,7025.816139,0.000008,0.000008,0.001795
19808,19808,13,10,1,12,8,0.265991,0.289146,848.453621,0.000012,0.000012,0.000722
34101,34101,17,10,1,14,8,0.240829,0.260284,810.712018,0.000002,0.000002,0.000907
37647,37647,15,10,1,9,8,0.234071,0.251311,1113.222804,0.000001,0.000001,0.000658
51984,51984,16,10,1,14,7,0.262885,0.285096,2270.502259,0.000009,0.000009,0.000887
54615,54615,16,10,1,11,8,0.249956,0.269284,2063.267465,0.000002,0.000002,0.000765
61357,61357,3,4,1,0,0,0,0,0,0,0,0
61879,61879,27,10,1,23,8,0.272692,0.302116,10215.495282,0.000007,0.000007,0.001401
63613,63613,17,10,1,12,7,0.252044,0.271727,1568.79959,0.000003,0.000003,0.000804
42995,42995,28,4,1,13,8,0.282077,0.307127,2423.667667,0.000027,0.000027,0.000821
3423,3423,37,14,1,23,6,0.267094,0.290832,13115.763025,0.000073,0.000073,0.001673
976,976,8,14,1,0,0,0,0,0,0,0,0
3127,3127,5,14,1,0,0,0,0,0,0,0,0
5745,5745,23,14,1,18,7,0.250973,0.271702,9711.526828,0.000074,0.000074,0.001353
9483,9483,9,14,1,0,0,0,0,0,0,0,0
12961,12961,6,14,1,0,0,0,0,0,0,0,0
14958,14958,12,14,1,8,7,0.22688,0.241128,255.345349,0.000054,0.000054,0.00065
20732,20732,16,14,1,9,7,0.231284,0.24635,1862.600882,0.000008,0.000008,0.000751
21952,21952,21,14,1,11,7,0.2378,0.255173,3942.641729,0.00001,0.00001,0.000921
25451,25451,4,14,1,0,0,0,0,0,0,0,0
26860,26860,16,14,1,10,7,0.240911,0.257393,2359.732475,0.00002,0.00002,0.000785
32749,32749,18,14,1,11,7,0.246052,0.264679,4370.754458,0.000246,0.000246,0.0009
37538,37538,22,14,1,12,7,0.234419,0.251899,1867.406979,0.000071,0.000071,0.000969
37887,37887,6,12,1,0,0,0,0,0,0,0,0
38831,38831,5,14,1,0,0,0,0,0,0,0,0
40528,40528,7,29,1,0,0,0,0,0,0,0,0
44022,44022,13,82,1,5,7,0.229227,0.243554,1569.225069,0.000003,0.000003,0.000529
52690,52690,16,9,1,13,7,0.255403,0.278716,5509.061181,0.000009,0.000009,0.000873
53192,53192,6,14,1,0,0,0,0,0,0,0,0
55119,55119,20,14,1,11,7,0.24402,0.261121,1720.433458,0.000004,0.000004,0.000727
55555,55555,11,14,1,5,7,0.224972,0.237192,912.441098,0.000004,0.000004,0.000472
56485,56485,3,14,1,0,0,0,0,0,0,0,0
56628,56628,7,14,1,0,0,0,0,0,0,0,0
57942,57942,18,14,1,8,7,0.244651,0.261752,1607.916265,0.000003,0.000003,0.000656
58133,58133,13,14,1,11,7,0.235041,0.252458,1332.714244,0.000498,0.000498,0.000832
58301,58301,13,14,1,7,7,0.239811,0.255526,1420.515546,0.000003,0.000003,0.000578
58685,58685,16,14,1,6,7,0.227608,0.24213,79.102386,0.000017,0.000017,0.000498
60665,60665,10,14,1,6,7,0.224474,0.238149,0,0.000054,0.000054,0.000497
61830,61830,7,14,1,0,0,0,0,0,0,0,0
66898,66898,7,14,1,0,0,0,0,0,0,0,0
8366,8366,3,14,1,0,0,0,0,0,0,0,0
25239,25239,18,10,1,8,7,0.261769,0.282929,2559.060098,0.000004,0.000004,0.000564
25502,25502,7,7,1,0,0,0,0,0,0,0,0
35455,35455,12,1,1,9,8,0.264207,0.28451,8433.115021,0.000005,0.000005,0.000755
37108,37108,27,14,1,4,8,0.21218,0.224614,144.958874,0.000237,0.000237,0.00037
41595,41595,5,14,1,0,0,0,0,0,0,0,0
60295,60295,10,7,1,5,8,0.203736,0.215826,4604.787625,0.000002,0.000002,0.000589
62762,62762,7,7,1,0,0,0,0,0,0,0,0
64352,64352,15,14,1,10,8,0.228048,0.244631,1478.955581,0.000278,0.000278,0.000818
4241,4241,9,14,1,0,0,0,0,0,0,0,0
5799,5799,9,14,1,0,0,0,0,0,0,0,0
23324,23324,3,14,1,0,0,0,0,0,0,0,0
42399,42399,7,266,1,0,0,0,0,0,0,0,0
47884,47884,9,266,1,0,0,0,0,0,0,0,0
51411,51411,3,12,1,0,0,0,0,0,0,0,0
58189,58189,4,266,1,0,0,0,0,0,0,0,0
62508,62508,6,14,1,0,0,0,0,0,0,0,0
63423,63423,12,266,1,3,8,0.193452,0.202762,2178.959247,0,0,0.000593
515,515,9,12,1,0,0,0,0,0,0,0,0
22691,22691,6,79,1,0,0,0,0,0,0,0,0
35836,35836,2,14,1,0,0,0,0,0,0,0,0
47832,47832,2,14,1,0,0,0,0,0,0,0,0
66534,66534,3,14,1,0,0,0,0,0,0,0,0
13750,13750,6,54,1,0,0,0,0,0,0,0,0
15826,15826,15,33,1,10,8,0.261914,0.282378,7426.586023,0.000001,0.000001,0.000957
20064,20064,4,54,1,0,0,0,0,0,0,0,0
22692,22692,2,54,1,0,0,0,0,0,0,0,0
31145,31145,21,26,1,4,8,0.236609,0.252514,3508.065234,0,0,0.000548
46703,46703,5,4,1,0,0,0,0,0,0,0,0
53498,53498,3,26,1,0,0,0,0,0,0,0,0
61247,61247,7,54,1,0,0,0,0,0,0,0,0
64813,64813,18,10,1,14,7,0.280848,0.303607,4278.247144,0.000011,0.000011,0.00097
23752,23752,5,20,1,0,0,0,0,0,0,0,0
23345,23345,17,20,1,1,10,0.168089,0.173481,0,0,0,0.000246
28697,28697,7,3,1,0,0,0,0,0,0,0,0
37876,37876,5,20,1,0,0,0,0,0,0,0,0
50814,50814,11,20,1,3,9,0.202023,0.211818,1596.594954,0,0,0.000498
53695,53695,5,20,1,0,0,0,0,0,0,0,0
823,823,8,20,1,0,0,0,0,0,0,0,0
13761,13761,3,20,1,0,0,0,0,0,0,0,0
19669,19669,4,20,1,0,0,0,0,0,0,0,0
47217,47217,7,20,1,0,0,0,0,0,0,0,0
54262,54262,2,20,1,0,0,0,0,0,0,0,0
3769,3769,3,26,1,0,0,0,0,0,0,0,0
12498,12498,2,26,1,0,0,0,0,0,0,0,0
47509,47509,22,29,1,7,8,0.238319,0.256192,2591.926163,0.000001,0.000001,0.000592
52373,52373,10,20,1,4,9,0.202225,0.21415,525.7502,0,0,0.000488
2172,2172,4,29,1,0,0,0,0,0,0,0,0
4436,4436,31,29,1,9,8,0.239204,0.256741,3778.582622,0.000002,0.000002,0.000808
11530,11530,5,17,1,0,0,0,0,0,0,0,0
16619,16619,20,29,1,8,8,0.227353,0.2417,4708.938061,0.000007,0.000007,0.000679
19893,19893,29,8,1,10,8,0.241814,0.260024,1299.255267,0.000001,0.000001,0.000834
29959,29959,8,9,1,0,0,0,0,0,0,0,0
30077,30077,5,29,1,0,0,0,0,0,0,0,0
31839,31839,2,29,1,0,0,0,0,0,0,0,0
36148,36148,8,29,1,0,0,0,0,0,0,0,0
40987,40987,6,51,1,0,0,0,0,0,0,0,0
46634,46634,6,29,1,0,0,0,0,0,0,0,0
49964,49964,6,29,1,0,0,0,0,0,0,0,0
54576,54576,6,29,1,0,0,0,0,0,0,0,0
56274,56274,4,8,1,0,0,0,0,0,0,0,0
57673,57673,9,17,1,0,0,0,0,0,0,0,0
63511,63511,5,29,1,0,0,0,0,0,0,0,0
68324,68324,3,29,1,0,0,0,0,0,0,0,0
5566,5566,1,6,1,0,0,0,0,0,0,0,0
49517,49517,2,6,1,0,0,0,0,0,0,0,0
48571,48571,1,6,1,0,0,0,0,0,0,0,0
33209,33209,2,14,1,0,0,0,0,0,0,0,0
50149,50149,14,14,1,7,8,0.23856,0.252996,2155.834817,0.000001,0.000001,0.000615
52964,52964,3,14,1,0,0,0,0,0,0,0,0
53722,53722,3,14,1,0,0,0,0,0,0,0,0
55158,55158,12,14,1,7,8,0.242352,0.257594,1386.397825,0.000001,0.000001,0.000573
42481,42481,4,20,1,0,0,0,0,0,0,0,0
60519,60519,3,2,1,0,0,0,0,0,0,0,0
67605,67605,11,20,1,6,8,0.211958,0.225744,37.84535,0,0,0.000359
7335,7335,11,4,1,8,7,0.253894,0.276422,295.004038,0.000004,0.000004,0.000512
10024,10024,5,4,1,0,0,0,0,0,0,0,0
16925,16925,4,4,1,0,0,0,0,0,0,0,0
30073,30073,10,4,1,9,8,0.261624,0.285425,363.408031,0.000019,0.000019,0.000551
32067,32067,10,4,1,10,7,0.267345,0.292426,416.566193,0.000007,0.000007,0.00058
